Event_time,Event_date,Event_size,Event_public,Event_price,Visitor_id
10:20 AM,5/23/2022,6348,true,,
7:56 PM,8/7/2022,5641,false,71,616
10:01 AM,1/17/2022,3474,true,37,617
9:32 AM,4/2/2023,8000,true,100,618
11:34 PM,3/20/2021,1183,true,66,619
11:49 AM,7/16/2022,4074,false,81,620
6:02 PM,10/12/2023,6071,false,95,621
5:27 PM,2/24/2023,9288,false,,
4:34 PM,3/23/2023,7935,true,,
11:28 PM,5/5/2021,1583,true,91,624
12:24 PM,7/31/2022,6789,true,39,625
1:07 PM,9/2/2022,6966,false,,
4:21 PM,4/1/2021,5905,false,68,627
11:28 PM,12/2/2023,7314,true,57,628
12:50 PM,7/24/2021,9207,true,88,629
9:04 AM,5/12/2022,8179,false,55,630
9:52 AM,12/24/2022,9661,false,48,631
7:11 PM,6/10/2021,1000,true,80,632
5:44 PM,7/22/2023,4501,false,86,633
2:57 PM,12/1/2022,4155,true,74,634
6:01 PM,2/22/2022,9517,false,57,635
1:57 PM,5/5/2022,7004,true,42,636
6:13 PM,4/6/2023,9255,false,85,637
4:43 PM,9/5/2022,2949,true,92,638
8:36 PM,12/2/2023,1407,true,,
7:48 PM,8/2/2023,8234,true,46,640
7:34 PM,5/25/2023,2554,false,56,641
11:32 AM,4/18/2022,9972,true,51,642
9:55 PM,1/29/2022,9394,true,56,643
11:03 AM,3/31/2021,4845,true,75,644
2:54 PM,6/14/2021,4507,true,37,645
4:14 PM,6/6/2022,6023,true,44,646
11:00 AM,2/14/2022,7380,false,62,647
7:43 PM,5/24/2021,1514,true,49,648
9:08 PM,5/8/2023,4799,false,36,649
6:03 PM,11/5/2021,7134,false,,
12:56 PM,12/8/2021,2548,true,43,651
9:07 AM,8/2/2022,7782,false,,
11:14 PM,3/27/2021,9054,false,42,653
4:00 PM,6/9/2021,9440,false,58,654
5:33 PM,8/24/2023,5123,false,54,655
4:02 PM,4/1/2022,670,false,78,656
9:37 AM,4/27/2023,8742,false,77,657
6:39 PM,2/8/2022,6975,true,77,658
9:45 AM,5/19/2023,2962,true,78,659
7:48 PM,11/12/2021,4419,false,86,660
5:33 PM,5/5/2022,4478,false,,
10:51 PM,11/9/2021,6664,false,46,662
1:48 PM,8/2/2023,6015,false,62,663
12:00 PM,9/29/2021,3430,false,86,664
11:37 PM,3/30/2022,8925,true,54,665
2:16 PM,3/26/2023,3735,true,76,666
10:29 PM,8/8/2021,3191,true,70,667
4:41 PM,3/21/2023,5022,true,58,668
8:16 PM,5/8/2022,4489,true,,
11:29 AM,12/26/2023,6962,false,98,670
9:45 PM,4/13/2023,6281,false,44,671
10:25 AM,8/16/2023,3390,false,47,672
7:48 PM,7/29/2021,5285,false,63,673
7:06 PM,6/30/2022,5215,false,81,674
10:21 PM,7/27/2023,8809,false,,
4:51 PM,9/18/2023,6961,false,40,676
8:48 PM,12/31/2021,2057,false,81,677
10:29 PM,8/14/2022,5742,true,53,678
1:51 PM,9/1/2022,9970,false,71,679
12:25 PM,4/4/2021,4818,true,44,680
11:08 PM,1/19/2023,1916,true,54,681
2:27 PM,12/26/2022,708,true,59,682
9:41 PM,4/26/2021,6182,true,89,683
8:16 PM,10/16/2021,6166,true,,
4:26 PM,11/16/2022,2752,true,97,685
10:03 AM,6/14/2021,8420,true,100,686
9:05 AM,3/14/2022,6712,true,87,687
7:25 PM,12/8/2022,2517,false,87,688
12:27 PM,10/25/2022,2301,true,72,689
8:10 PM,8/15/2023,6647,false,68,690
6:50 PM,12/31/2021,1994,true,80,691
10:37 PM,2/4/2022,1612,false,94,692
9:21 AM,5/2/2023,3820,true,57,693
1:13 PM,2/2/2023,5496,false,42,694
6:29 PM,8/4/2023,4731,true,78,695
7:26 PM,9/1/2022,5600,false,90,696
9:17 PM,8/18/2023,9427,false,54,697
5:53 PM,10/30/2021,2999,false,56,698
8:27 PM,3/26/2022,8938,true,54,699
11:41 AM,8/11/2023,8969,true,74,700
11:45 PM,3/27/2023,9449,false,68,701
12:22 PM,12/19/2022,3359,false,99,702
2:34 PM,7/14/2022,7680,false,55,703
4:42 PM,10/24/2022,8060,true,,
8:32 PM,10/11/2022,7570,true,67,705
10:27 PM,8/8/2021,8547,false,93,706
6:24 PM,12/31/2022,7268,false,80,707
10:34 PM,4/12/2022,4159,true,44,708
11:18 AM,6/16/2022,119,true,42,709
10:30 PM,3/20/2021,7315,false,65,710
8:24 PM,5/30/2022,712,true,67,711
10:08 PM,12/20/2023,1047,false,89,712
5:03 PM,11/12/2022,4356,false,44,713
1:12 PM,11/18/2023,6409,true,69,714
7:11 PM,8/29/2023,5696,false,96,715
10:34 PM,5/13/2023,6977,false,95,716
11:01 AM,4/21/2023,4241,true,,
11:49 AM,2/1/2023,4466,true,64,718
9:26 AM,10/24/2021,93,true,86,719
6:05 PM,12/13/2022,5514,false,59,720
7:07 PM,7/13/2023,423,true,58,721
1:14 PM,8/20/2022,8442,false,42,722
10:16 AM,2/27/2022,3133,true,43,723
11:40 PM,2/13/2023,8182,false,57,724
1:01 PM,12/6/2023,9184,false,74,725
5:56 PM,2/26/2023,1916,true,95,726
5:45 PM,9/28/2022,452,true,51,727
3:23 PM,5/11/2021,2836,true,97,728
10:16 AM,5/18/2022,8520,false,74,729
10:14 PM,4/22/2021,1440,false,87,730
9:29 PM,5/28/2022,6734,false,66,731
10:00 AM,7/18/2022,997,true,98,732
11:17 PM,9/16/2022,4464,true,86,733
5:53 PM,2/3/2023,2576,true,76,734
2:24 PM,1/17/2023,7123,true,76,735
11:45 PM,5/11/2022,1710,true,98,736
6:28 PM,4/27/2022,3052,true,55,737
9:17 PM,11/6/2023,8286,true,,
11:51 PM,8/1/2022,8459,true,42,739
12:31 PM,8/15/2023,4131,true,90,740
7:30 PM,1/15/2022,6522,true,43,741
11:11 PM,5/8/2022,6995,false,86,742
6:04 PM,7/22/2021,7815,false,95,743
11:52 AM,10/21/2021,3164,true,77,744
4:53 PM,6/14/2021,2367,true,35,745
8:01 PM,9/20/2021,4340,true,50,746
9:33 PM,2/12/2023,4211,true,52,747
10:13 AM,6/1/2023,945,true,52,748
5:21 PM,5/23/2023,1442,false,72,749
4:08 PM,12/3/2023,1426,false,54,750
9:42 AM,8/6/2022,6344,false,93,751
4:59 PM,10/31/2023,6347,false,53,752
1:43 PM,4/13/2022,5261,false,,
10:28 PM,12/6/2021,4580,false,39,754
3:17 PM,8/15/2023,552,true,,
9:59 AM,1/21/2023,3998,false,56,756
6:47 PM,11/18/2023,3312,true,56,757
12:28 PM,12/29/2021,1427,false,94,758
11:14 AM,11/6/2022,3999,true,100,759
6:32 PM,10/6/2021,5295,false,89,760
7:56 PM,11/27/2021,9163,true,62,761
5:36 PM,2/6/2023,2938,false,76,762
8:35 PM,8/22/2022,4525,true,78,763
4:10 PM,7/9/2021,4015,false,,
5:46 PM,7/5/2023,5767,false,85,765
11:19 AM,10/27/2023,9695,false,73,766
8:10 PM,6/28/2022,6537,false,37,767
1:31 PM,9/28/2023,5963,false,94,768
3:25 PM,1/28/2023,1146,true,65,769
1:06 PM,3/16/2023,1313,true,76,770
10:32 AM,8/15/2021,8452,false,83,771
3:07 PM,4/8/2023,9835,false,88,772
3:26 PM,4/14/2023,9105,false,82,773
12:32 PM,5/30/2023,6218,true,87,774
9:14 AM,7/17/2023,7445,true,84,775
3:13 PM,6/29/2022,6656,true,87,776
6:58 PM,12/22/2022,8746,true,,
10:37 PM,6/5/2022,5141,true,50,778
12:54 PM,6/1/2021,3291,true,,
8:56 PM,4/29/2023,9641,false,84,780
9:18 PM,3/3/2022,1476,true,77,781
1:12 PM,5/15/2023,4560,true,78,782
4:06 PM,2/19/2023,8372,true,42,783
5:08 PM,12/17/2022,7789,false,,
9:10 AM,1/26/2023,1714,false,46,785
2:59 PM,11/18/2021,7403,true,,
3:37 PM,8/23/2021,9114,false,68,787
11:04 AM,3/9/2023,4644,true,74,788
2:48 PM,1/11/2023,8728,false,93,789
1:12 PM,2/25/2022,1140,true,96,790
7:49 PM,4/1/2023,7918,true,,
9:30 AM,3/16/2022,1877,false,84,792
5:28 PM,4/15/2023,8650,false,61,793
6:54 PM,1/25/2023,1541,false,37,794
4:38 PM,12/1/2022,8878,true,66,795
8:56 PM,11/28/2022,1259,false,36,796
3:13 PM,3/27/2022,1486,true,,
12:13 PM,4/10/2022,8713,false,44,798
5:31 PM,7/29/2021,6147,false,66,799
7:50 PM,8/10/2021,4117,false,,
11:18 AM,11/5/2021,3104,true,40,801
6:29 PM,8/15/2022,8427,false,52,802
2:22 PM,1/19/2022,6866,true,95,803
2:41 PM,8/5/2023,9589,false,84,804
10:40 AM,11/12/2022,5945,false,35,805
1:50 PM,7/1/2023,824,false,94,806
11:25 PM,6/19/2023,7768,true,69,807
9:13 AM,4/12/2022,4976,true,83,808
11:19 AM,6/23/2021,8407,false,67,809
12:23 PM,12/24/2023,4937,false,65,810
11:33 AM,1/1/2023,7688,false,75,811
2:26 PM,12/6/2022,5058,true,53,812
2:34 PM,11/7/2021,8979,true,48,813
8:13 PM,1/20/2023,5051,true,71,814
9:54 AM,9/13/2022,6580,false,67,815
11:58 AM,11/18/2022,5848,false,63,816
4:04 PM,9/16/2023,8076,false,36,817
3:59 PM,10/3/2023,2821,true,98,818
7:10 PM,12/16/2022,522,false,92,819
3:52 PM,12/23/2023,9706,true,45,820
1:58 PM,12/30/2022,3596,false,,
6:58 PM,4/2/2023,4023,false,58,822
3:07 PM,12/23/2021,6723,false,49,823
9:51 PM,1/25/2022,6642,false,56,824
11:47 PM,12/17/2023,5604,true,64,825
2:41 PM,2/20/2023,2891,false,45,826
12:32 PM,8/10/2022,7968,true,40,827
11:55 AM,12/6/2021,8627,false,86,828
1:43 PM,10/25/2021,7645,true,53,829
9:21 PM,12/25/2023,7338,false,62,830
12:48 PM,8/22/2022,1002,true,84,831
11:02 PM,5/16/2021,9321,false,62,832
3:01 PM,7/7/2022,3411,true,94,833
1:06 PM,10/21/2023,1991,false,35,834
11:55 PM,7/26/2022,9179,false,89,835
2:17 PM,10/8/2022,5170,false,67,836
10:53 AM,10/3/2022,6230,false,52,837
2:36 PM,9/20/2021,1336,true,66,838
12:07 PM,1/1/2023,8967,true,47,839
2:26 PM,7/9/2023,7887,false,75,840
11:06 AM,12/14/2022,8069,true,,
5:04 PM,2/15/2023,8937,false,60,842
9:11 AM,9/26/2022,7571,false,85,843
7:02 PM,4/26/2021,7431,true,74,844
6:43 PM,12/29/2023,7426,true,42,845
8:52 PM,12/10/2023,7952,true,95,846
3:29 PM,6/9/2021,2394,false,49,847
9:05 PM,11/26/2022,789,false,72,848
11:45 PM,7/20/2021,6239,false,,
10:09 AM,7/17/2021,9301,true,65,850
1:20 PM,4/19/2023,6409,true,87,851
3:27 PM,3/14/2023,8824,false,36,852
2:46 PM,7/18/2022,8076,false,56,853
4:21 PM,11/2/2022,4533,false,47,854
9:42 AM,5/1/2022,9666,true,44,855
10:21 AM,1/30/2022,4345,false,37,856
2:30 PM,8/12/2021,9993,false,,
9:49 AM,3/25/2022,3251,false,50,858
7:11 PM,11/28/2021,108,true,79,859
2:30 PM,9/1/2021,3619,false,,
1:37 PM,6/14/2022,8990,false,83,861
5:13 PM,10/10/2021,7736,false,47,862
11:51 PM,11/28/2023,3450,true,63,863
5:21 PM,2/28/2022,3850,false,77,864
9:39 PM,4/23/2023,1867,false,93,865
7:37 PM,3/28/2023,1650,true,48,866
12:58 PM,2/23/2023,1327,true,48,867
11:24 AM,10/28/2021,6024,false,75,868
4:54 PM,9/11/2022,9410,true,74,869
6:57 PM,6/24/2023,440,true,99,870
8:46 PM,5/25/2021,7250,false,70,871
9:59 PM,2/23/2022,2365,false,89,872
7:02 PM,6/28/2022,686,true,,
8:25 PM,9/15/2021,4207,true,99,874
9:11 PM,8/18/2022,2003,false,68,875
11:21 AM,11/9/2023,336,false,85,876
9:41 AM,4/16/2023,4232,false,66,877
10:32 PM,4/6/2021,206,false,98,878
8:35 PM,2/19/2022,171,false,,
7:30 PM,2/21/2022,8761,true,39,880
9:55 PM,6/15/2023,9871,true,78,881
11:25 PM,5/17/2021,4660,true,51,882
6:20 PM,3/13/2022,1137,false,88,883
6:45 PM,6/24/2023,8171,false,56,884
7:32 PM,3/16/2022,9229,false,,
6:02 PM,9/2/2023,2298,false,61,886
2:35 PM,12/7/2023,7637,false,74,887
12:49 PM,7/27/2023,8701,true,67,888
11:40 PM,10/23/2023,4458,false,96,889
5:36 PM,6/2/2022,9223,false,95,890
3:36 PM,6/24/2022,134,true,85,891
9:42 AM,7/1/2021,5639,true,59,892
8:50 PM,4/17/2021,5774,true,72,893
4:10 PM,4/9/2023,2223,false,72,894
6:24 PM,3/30/2023,5495,false,51,895
11:55 PM,9/25/2022,9362,true,,
2:52 PM,3/9/2022,6843,true,62,897
3:13 PM,8/12/2023,4709,true,98,898
7:43 PM,9/24/2021,2143,false,85,899
12:58 PM,9/5/2023,3223,false,72,900
7:50 PM,7/23/2023,8052,true,,
5:51 PM,5/1/2023,904,true,77,902
8:36 PM,2/27/2023,2499,false,63,903
6:50 PM,8/12/2023,6606,true,78,904
12:57 PM,6/4/2021,9842,true,51,905
2:24 PM,8/9/2023,1047,true,,
10:28 AM,9/22/2022,4824,true,36,907
6:06 PM,7/14/2022,4847,true,56,908
12:35 PM,1/9/2023,3530,false,42,909
10:13 PM,11/12/2023,4927,true,90,910
4:49 PM,10/17/2022,7333,false,53,911
11:09 AM,6/18/2023,7312,true,74,912
9:46 PM,12/12/2022,5803,false,48,913
1:34 PM,12/12/2021,4557,true,83,914
9:04 AM,5/31/2021,8892,true,73,915
7:01 PM,2/1/2022,790,true,69,916
7:22 PM,5/5/2023,6107,false,65,917
4:20 PM,10/26/2021,2364,false,,
6:47 PM,11/3/2022,8852,true,36,919
10:20 AM,12/30/2022,5623,true,52,920
10:13 PM,5/14/2023,4070,true,95,921
12:23 PM,12/23/2021,629,true,48,922
1:17 PM,9/4/2022,824,false,42,923
11:50 PM,5/11/2022,2590,true,100,924
9:11 AM,9/23/2023,301,false,52,925
5:30 PM,1/25/2023,2157,true,36,926
11:02 AM,11/12/2021,9618,false,99,927
3:05 PM,2/10/2022,6001,true,67,928
10:01 AM,10/12/2021,5375,false,67,929
4:43 PM,7/8/2022,2240,true,37,930
10:49 AM,9/28/2023,2683,true,66,931
5:14 PM,9/5/2022,2703,true,53,932
12:21 PM,11/13/2022,4828,true,86,933
10:54 PM,9/14/2022,3527,false,43,934
11:09 PM,12/14/2022,9220,false,65,935
1:48 PM,8/28/2023,3389,true,64,936
7:22 PM,2/5/2022,7772,false,80,937
3:41 PM,2/7/2023,6245,true,55,938
5:23 PM,7/10/2021,1957,true,91,939
7:28 PM,11/7/2023,3163,true,62,940
10:19 AM,8/14/2021,9580,false,86,941
10:00 PM,4/1/2021,859,false,62,942
7:56 PM,10/25/2021,7449,true,96,943
11:28 AM,5/8/2022,355,true,35,944
7:48 PM,7/19/2021,5927,false,93,945
1:50 PM,6/14/2022,6519,false,90,946
4:25 PM,10/28/2022,1469,false,85,947
12:23 PM,3/19/2023,1717,true,35,948
11:18 AM,8/10/2021,4814,false,48,949
12:46 PM,12/23/2023,677,false,92,950
6:31 PM,12/6/2022,6604,false,96,951
5:15 PM,8/31/2021,1616,true,56,952
3:57 PM,11/17/2023,2788,false,76,953
8:26 PM,4/25/2023,6204,false,60,954
1:23 PM,10/2/2021,207,true,60,955
10:15 AM,1/2/2022,8620,true,37,956
9:02 PM,9/24/2021,3530,true,81,957
9:37 AM,12/29/2021,2734,false,88,958
5:00 PM,11/20/2023,114,true,98,959
8:00 PM,6/30/2023,4418,true,90,960
7:02 PM,3/30/2022,5810,true,,
11:30 PM,11/9/2022,80,true,,
10:18 PM,11/14/2022,729,false,50,963
7:12 PM,11/23/2022,1978,true,42,964
4:31 PM,10/1/2021,7116,true,97,965
10:07 PM,8/24/2022,1229,true,70,966
6:43 PM,7/8/2023,1731,true,47,967
11:13 AM,3/5/2022,5678,false,45,968
11:29 PM,5/26/2021,5591,false,85,969
12:35 PM,1/20/2022,6647,true,40,970
3:24 PM,11/29/2023,3765,false,44,971
10:44 AM,11/13/2022,4213,false,52,972
9:29 PM,12/30/2023,9433,false,89,973
9:07 PM,6/21/2021,7696,true,84,974
3:31 PM,3/30/2022,8072,true,44,975
11:41 PM,5/27/2023,4821,false,,
11:56 AM,2/11/2023,397,false,54,977
11:11 AM,5/24/2023,5963,false,49,978
9:54 PM,8/1/2021,2957,true,68,979
2:13 PM,7/14/2021,1134,false,55,980
10:57 AM,10/24/2022,739,true,36,981
8:28 PM,8/23/2021,6076,false,64,982
5:17 PM,4/13/2021,7985,true,77,983
5:48 PM,10/5/2022,5459,false,100,984
6:52 PM,3/17/2022,8574,false,90,985
9:57 AM,8/5/2022,5618,true,44,986
11:49 PM,12/18/2023,2729,false,54,987
10:14 AM,5/22/2021,4071,true,68,988
9:41 PM,8/25/2023,440,false,39,989
6:49 PM,6/10/2023,7948,false,,
11:02 AM,5/29/2022,9995,true,75,991
10:03 AM,12/12/2023,3438,false,92,992
10:48 PM,12/4/2021,2921,true,85,993
7:03 PM,2/8/2023,9251,false,83,994
2:00 PM,6/1/2023,3752,true,51,995
12:17 PM,6/23/2021,9938,true,35,996
4:31 PM,7/19/2023,1114,false,73,997
3:39 PM,6/17/2021,9065,true,97,998
9:34 AM,7/31/2021,9992,true,,
9:54 PM,2/28/2022,6723,false,45,1000
